sl_key|value,static_label_category|value,feature_name|value,screen_list|value,sl_value_en|value,sl_value_ta|value,sl_value_hi|value,sl_value_as|value,sl_value_bn|value,sl_value_kn|value,sl_value_ml|value,sl_value_mr|value,sl_value_or|value,sl_value_te|value,sl_value_pa|value,sl_value_gu|value
msg_pv_title_otp,"Vehicle Finance","Passenger vehicle",,"Verify with mobile OTP",,,,,,,,,,,
msg_pv_sub_title_otp,"Vehicle Finance","Passenger vehicle","passenger vehicle_income verification screen","Quick & secure way to verify your income through mobile OTP and RBI-reguated Account Aggregator",,,,,,,,,,,
msg_pv_title_net_banking,"Vehicle Finance","Passenger vehicle","passenger vehicle_income verification screen","Net banking",,,,,,,,,,,
msg_pv_title_upload_manually,"Vehicle Finance","Passenger vehicle","passenger vehicle_income verification screen","Upload manually",,,,,,,,,,,
lbl_provision_sanction_letter,"Vehicle Finance","Passenger vehicle","passenger vehicle provisional sanction letter","Acknowledgement Letter",,,,,,,,,,,
msg_provision_sanction_letter,"Vehicle Finance","Passenger vehicle","passenger vehicle provisional sanction letter","Please view your provisional Acknowledgement Letter .........",,,,,,,,,,,
cta_view_sanction_letter,"Vehicle Finance","Passenger vehicle","passenger vehicle provisional sanction letter","View Acknowledgement Letter",,,,,,,,,,,
success_face_match,"Vehicle Finance","Passenger vehicle","passenger vehicle provisional sanction letter","Facial recognition successful",,,,,,,,,,,
pv_loan_detail_review,"Vehicle Finance","Passenger vehicle","passenger vehicle_loan detail review","Review your application to generate acknowledgement letter",,,,,,,,,,,
pv_rto,"Vehicle Finance","Passenger vehicle","passenger vehicle_loan detail review",RTO,,,,,,,,,,,
pv_mahindra_loan_premium,"Vehicle Finance","Passenger vehicle","passenger vehicle_loan detail review","Mahindra Loan Surksha premium",,,,,,,,,,,
pv_mahindra_arogya_premium,"Vehicle Finance","Passenger vehicle","passenger vehicle_loan detail review","Mahindra Aarogya Surksha premium",,,,,,,,,,,
pv_stamp_duty_fees,"Vehicle Finance","Passenger vehicle","passenger vehicle_loan detail review","Stamp duty fees",,,,,,,,,,,
pv_dealer,"Vehicle Finance","Passenger vehicle","passenger vehicle_loan detail review",Dealer,,,,,,,,,,,
pv_email_address,"Vehicle Finance","Passenger vehicle","passenger vehicle_loan detail review","Email address",,,,,,,,,,,
pv_bottom_sheet_txt,"Vehicle Finance","Passenger vehicle","passenger vehicle_loan detail review","On editing the car and dealer details, you may have a revised loan offer",,,,,,,,,,,
pv_want_to_edit,"Vehicle Finance","Passenger vehicle","passenger vehicle_loan detail review","I want to edit",,,,,,,,,,,
lbl_did_you_know_subtext2,"Vehicle Finance","Passenger vehicle","passenger vehicle_new car loan_add co applicant gaurantor screen","simple. Just provide Name, DOB and PAN",,,,,,,,,,,
lbl_did_you_know_subtext3,"Vehicle Finance","Passenger vehicle","passenger vehicle_new car loan_add co applicant gaurantor screen","to add person as your guarantor or co-",,,,,,,,,,,
lbl_did_you_know_subtext4,"Vehicle Finance","Passenger vehicle","passenger vehicle_new car loan_add co applicant gaurantor screen","to add person as your guarantor or co-\napplicant.",,,,,,,,,,,
lbl_did_you_know_subtext5,"Vehicle Finance","Passenger vehicle","passenger vehicle_new car loan_add co applicant gaurantor screen",applicant,,,,,,,,,,,
lbl_pv_no_of_years_communication_text,"Vehicle Finance","Passenger vehicle","passenger vehicle_existing_customer screen","No. of years at communication address",,,,,,,,,,,
lbl_pv_updated_loan_offer_funding_label,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance review screen","Funding on car",,,,,,,,,,,
lbl_pv_updated_loan_offer_mls,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance review screen","Mahindra Loan Suraksha",,,,,,,,,,,
lbl_pv_updated_loan_offer_in_months,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance review screen","(in months)",,,,,,,,,,,
cta_pv_updated_loan_offer_continue,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance review screen",Continue,,,,,,,,,,,
cta_pv_updated_loan_offer_add_mls,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance review screen",Add,,,,,,,,,,,
pv_individual_radio_text,"Vehicle Finance","Passenger vehicle","passenger vehicle_mas insurance screen",Individual,,,,,,,,,,,
pv_lbl_mls_insurance_consent2,"Vehicle Finance","Passenger vehicle","passenger vehicle_mas insurance screen","terms and conditions",,,,,,,,,,,
pv_lbl_play_family_construct,"Vehicle Finance","Passenger vehicle","passenger vehicle_mas insurance screen","Plan Family Construct",,,,,,,,,,,
err_msg_future_dob,"Vehicle Finance","Passenger vehicle","passenger vehicle pan validation","Date cannot be in future",,,,,,,,,,,
cta_pv_fi_thank_you_screen_additional_details,"Vehicle Finance","Passenger vehicle","passenger vehicle field_investigation_screen","Add additional details",,,,,,,,,,,
lbl_pv_fi_additional_detail_screen_header,"Vehicle Finance","Passenger vehicle","passenger vehicle field_investigation_screen","Provide additional details below to fast-track your application",,,,,,,,,,,
lbl_pv_fi_additional_detail_screen_upload_doc1_txt,"Vehicle Finance","Passenger vehicle",,"Margin Amount receipt",,,,,,,,,,,
err_msg_pv_pan_retry_part_one,"Vehicle Finance","Passenger vehicle","passenger vehicle pan validation","We are unable to validate PAN. Please try again.",,,,,,,,,,,
lbl_pv_pan,"Vehicle Finance","Passenger vehicle","passenger vehicle pan validation",PAN,PAN,PAN,PAN,PAN,PAN,PAN,PAN,PAN,PAN,PAN,PAN
lbl_pv_pan_name,"Vehicle Finance","Passenger vehicle","passenger vehicle pan validation","Full name (as per PAN)",,,,,,,,,,,
lbl_pv_mas_insurer,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance screen",Insurer,,,,,,,,,,,
lbl_pv_coapp_pan,"Vehicle Finance","Passenger vehicle","passenger vehicle_new car loan_add co applicant gaurantor screen",PAN,,,,,,,,,,,
lbl_vl_vkyc_tnc_disclaimer_label,"Vehicle Finance","Passenger vehicle","passenger vehicle_liveliness vkyc screen","disclaimer text",,,,,,,,,,,
err_msg_dob_pv_max_age,"Vehicle Finance","Passenger vehicle","passenger vehicle pan validation","Age cannot be more than 75 years",,,,,,,,,,,
pv_err_range,"Vehicle Finance","Passenger vehicle","passenger vehicle offer review screen","Amount should less than #5L and more than #25K",,,,,,,,,,,
cta_pv_fi_add_detail_screen_add_txt,"Vehicle Finance","Passenger vehicle","passenger vehicle field_investigation_screen",Add,,,,,,,,,,,
lbl_pv_fi_add_detail_screen_btm_mobile_number_txt,"Vehicle Finance","Passenger vehicle","passenger vehicle field_investigation_screen","Mobile Number",,,,,,,,,,,
cta_pv_fi_add_detail_screen_btm_save_txt,"Vehicle Finance","Passenger vehicle","passenger vehicle field_investigation_screen",Save,,,,,,,,,,,
lbl_pv_fi_add_detail_screen_other_details_txt,"Vehicle Finance","Passenger vehicle","passenger vehicle field_investigation_screen","Other details",,,,,,,,,,,
lbl_pv_fi_add_detail_screen_upload_doc_txt,"Vehicle Finance","Passenger vehicle","passenger vehicle field_investigation_screen","Upload documents",,,,,,,,,,,
lbl_pv_fi_add_detail_screen_upload_doc1_txt,"Vehicle Finance","Passenger vehicle","passenger vehicle field_investigation_screen","Margin Amount receipt",,,,,,,,,,,
cta_pv_fi_add_detail_screen_btm_continue_txt,"Vehicle Finance","Passenger vehicle","passenger vehicle field_investigation_screen",Continue,,,,,,,,,,,
pv_error_emi,"Vehicle Finance","Passenger vehicle","passenger vehicle personal employment details screen","EMI cannot exceed more than",,,,,,,,,,,
lbl_add_pv,"Vehicle Finance","Passenger vehicle","passenger vehicle_new car loan_add co applicant gaurantor screen",Add,,,,,,,,,,,
pv_salary_slip_upload_title,"Vehicle Finance","Passenger vehicle","passenger vehicle_salaryslipscreen","Upload salary slips",,,,,,,,,,,
lbl_pv_thank_you_message,"Vehicle Finance","Passenger vehicle","pv thank you screen","We were unable to process your application online. We have submitted your response to our executive who will get in touch with you to discuss further details.",,,,,,,,,,,
pv_months,"Vehicle Finance","Passenger vehicle","passenger vehicle_loan detail review",Months,,,,,,,,,,,
lbl_mobno_diff_from_applicant_msg,"Vehicle Finance","Passenger vehicle","passenger vehicle_new car loan_add co applicant gaurantor screen","Contact number should not be the same as applicant's mobile number",,,,,,,,,,,
lbl_pv_something_went_wrong_msg,"Vehicle Finance","Passenger vehicle","Api Failure Screen","Something went wrong while trying to fetch details. Please try again after sometime",,,,,,,,,,,
lbl_pv_err_exshow_price,"Vehicle Finance","Passenger vehicle","passenger vehicle offer car detail screen","Ex-showroom price cannot be empty",,,,,,,,,,,
lbl_upload_income_submit_doc,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance screen","To fast track your application, please submit your income documents",,,,,,,,,,,
cta_upload_income_submit,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance screen","Upload Documents",,,,,,,,,,,
lbl_pv_err_exshow_price_tol,"Vehicle Finance","Passenger vehicle","passenger vehicle offer car detail screen","Ex-showroom price cannot be greater than %1s and less than %2s",,,,,,,,,,,
﻿err_msg_pv_pan_retry_part_one,"Vehicle Finance","Passenger vehicle","passenger vehicle pan validation","We are unable to validate PAN. Please try again.",,,,,,,,,,,
pv_edit_car_detail_title,"Vehicle Finance","Passenger vehicle","Passenger Vehicle Loan Review Screen","Are you sure you want to edit?",,,,,,,,,,,
lbl_emi_due_date,"Vehicle Finance","Passenger vehicle","UPI Screen","EMI due date",,,,,,,,,,,
err_msg_inComeAssessment_retry_part_one,"Vehicle Finance","Passenger vehicle","BankStatement Analysis","We are unable to validate Bank Statement. Please try again. ",,,,,,,,,,,
err_msg_mls_age,"Vehicle Finance","Passenger vehicle","Mls add Insurance","Nominee age must be between %s1 and %s2",,,,,,,,,,,
msg_coapplicant_match_error_msg,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance screen","Co-applicant can't be same as applicant.",,,,,,,,,,,
msg_guarantor_match_error_msg,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance screen","Guarantor can't be same as Applicant.",,,,,,,,,,,
msg_insurance_insured_mismatch_error,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance screen","Insured cannot be similar to each other",,,,,,,,,,,
err_msg_pv_coapp_mobile_number_match_error,"Vehicle Finance","Passenger vehicle","passenger vehicle_new car loan_add co applicant gaurantor screen","Mobile number cannot be same as applicant's number",,,,,,,,,,,
err_msg_pv_coapp_match_guarantor_mobile,"Vehicle Finance","Passenger vehicle","passenger vehicle_new car loan_add co applicant gaurantor screen","Co-applicant contact number cannot be the same as guarantor's number",,,,,,,,,,,
err_msg_pv_guarantor_match_coapp_mobile,"Vehicle Finance","Passenger vehicle","passenger vehicle_new car loan_add co applicant gaurantor screen","Guarantor's contact number cannot be the same as co-applicant's number",,,,,,,,,,,
msg_pv_insaurance_enter_valid_dob,"Vehicle Finance","Passenger vehicle","passenger vehicle_insurance screen","Please enter valid date of birth",,,,,,,,,,,
lbl_pv_EstimatedLoan_validation_or_exceed,"Vehicle Finance","Passenger vehicle","passenger vehicle offer car detail screen","or exceed",,,,,,,,,,,
pv_loan_review_provide_guarantor,"Vehicle Finance","Passenger vehicle","passenger vehicle_loan detail review","Provide Guarantor details",,,,,,,,,,,
pv_loan_review_provide_coapplicant,"Vehicle Finance","Passenger vehicle","passenger vehicle_loan detail review","Provide Co-applicant details",,,,,,,,,,,
msg_pv_value_must_be_less,"Vehicle Finance","Passenger vehicle","passenger vehicle offer car detail screen","Values must be less than",,,,,,,,,,,
msg_pv_ex_show_room_discount,"Vehicle Finance","Passenger vehicle","passenger vehicle offer car detail screen","of ex-showroom price - discount",,,,,,,,,,,
msg_pv_only_ex_showroom,"Vehicle Finance","Passenger vehicle","passenger vehicle offer car detail screen","of ex-showroom price",,,,,,,,,,,
SS1015,"Vehicle Finance","Passenger vehicle","passenger vehicle_salaryslipscreen","Please enter correct password","Please enter correct password","Please enter correct password","Please enter correct password","Please enter correct password","Please enter correct password","Please enter correct password","Please enter correct password","Please enter correct password","Please enter correct password","Please enter correct password","Please enter correct password"
err_msg_no_of_vehicles_owned,"Vehicle Finance","Passenger vehicle",,"Number of vehicles owned cannot be more than 10",,,,,,,,,,,
err_msg_no_of_dependents_negative,"Vehicle Finance","Passenger vehicle",,"Number of dependents cannot be negative",,,,,,,,,,,
lbl_pv_stepper_checkbox_loan_review_description,"Vehicle Finance","Passenger vehicle","Passenger Vehicle Loan Review Screen","Please note the above approval is conditional and shall be subject to verification of certain details and applicable documents, field investigation and detailed terms and conditions mentioned in the standard loan agreement.

The final Key Fact Statement shall be issued subject above.",,,,,,,,,,,
pv_health_insurance_description,"Vehicle Finance","Passenger vehicle","fes add health insurance widget","  ",,,,,,,,,,,
"pv_health_insurance_description	","Vehicle Finance","Passenger vehicle","fes add health insurance widget","   ",,,,,,,,,,,
ITRF1016,"Vehicle Finance","Passenger vehicle","itr upload screen","The PAN number you entered doesn't match the PAN shown in the uploaded document. ",,,,,,,,,,,
ITRF1010,"Vehicle Finance","Passenger vehicle","itr upload screen","Incorrect PDF password. Please re-enter and try again.",,,,,,,,,,,
ITRF1011,"Vehicle Finance","Passenger vehicle","itr upload screen","Please upload correct ITR documents",,,,,,,,,,,
ITRF1012,"Vehicle Finance","Passenger vehicle","itr upload screen","Invalid captcha or incorrect password entered",,,,,,,,,,,
ITRF1013,"Vehicle Finance","Passenger vehicle","itr upload screen","Transaction cancelled. Please try again.",,,,,,,,,,,
ITRF1014,"Vehicle Finance","Passenger vehicle","itr upload screen","The uploaded file is password protected. Please upload a file without a password. ",,,,,,,,,,,
ITRF1015,"Vehicle Finance","Passenger vehicle","itr upload screen","Uploaded file is not a valid ITR file",,,,,,,,,,,
